,game_number,victory_rank,survival_rank,tactic_rank,overall_rank,units
76106,76106,S,S,S,S,Florina-Oswin-Hector
76107,76107,F,S,S,D,Raven-Lowen-Lyn
76108,76108,S,S,S,S,Florina-Lucius-Eliwood
76109,76109,S,S,S,S,Dorcas-Marcus-Eliwood
76110,76110,F,S,S,D,Florina-Heath-Eliwood
76111,76111,S,S,S,S,Marcus-Oswin-Eliwood
76112,76112,F,B,S,D,Rebecca-Erk-Eliwood
76113,76113,S,A,S,S,Lowen-Florina-Eliwood
76114,76114,S,S,S,S,Raven-Oswin-Eliwood
76115,76115,S,S,S,S,Dorcas-Matthew-Lyn
76116,76116,S,S,S,S,Marcus-Matthew-Lyn
76117,76117,S,S,S,S,Canas-Matthew-Eliwood
76118,76118,S,S,S,S,Lowen-Rath-Eliwood
76119,76119,S,S,S,S,Sain-Matthew-Lyn
76120,76120,S,S,S,S,Lowen-Florina-Hector
76121,76121,S,S,S,S,Matthew-Rebecca-Eliwood
76122,76122,F,S,S,D,Dorcas-Matthew-Lyn
76123,76123,S,S,S,S,Marcus-Rath-Eliwood
76124,76124,S,S,S,S,Erk-Dart-Lyn
76125,76125,F,A,S,D,Matthew-Rebecca-Eliwood
76126,76126,S,B,S,A,Erk-Dorcas-Hector
76127,76127,S,S,S,S,Rath-Matthew-Lyn
76128,76128,S,S,S,S,Lowen-Rebecca-Lyn
76129,76129,S,S,S,S,Lowen-Heath-Lyn
76130,76130,S,S,S,S,Rebecca-Oswin-Hector
76131,76131,S,S,S,S,Bartre-Florina-Eliwood
76132,76132,S,S,S,S,Florina-Raven-Lyn
76133,76133,S,S,S,S,Rebecca-Dart-Hector
76134,76134,S,S,S,S,Rebecca-Florina-Eliwood
76135,76135,S,S,S,S,Dorcas-Rebecca-Lyn
76136,76136,S,S,S,S,Heath-Rath-Hector
76137,76137,F,S,S,D,Lucius-Rath-Eliwood
76138,76138,S,S,S,S,Rath-Sain-Eliwood
76139,76139,F,S,S,D,Marcus-Oswin-Lyn
76140,76140,S,S,S,S,Marcus-Bartre-Hector
76141,76141,S,S,S,S,Kent-Bartre-Hector
76142,76142,S,S,S,S,Rebecca-Sain-Lyn
76143,76143,S,S,S,S,Dorcas-Guy-Eliwood
76144,76144,S,S,S,S,Oswin-Bartre-Eliwood
76145,76145,S,S,S,S,Guy-Dorcas-Eliwood
76146,76146,F,S,S,D,Kent-Bartre-Eliwood
76147,76147,S,S,S,S,Dorcas-Dart-Hector
76148,76148,S,S,S,S,Marcus-Rath-Lyn
76149,76149,S,S,S,S,Sain-Raven-Eliwood
76150,76150,S,B,S,A,Matthew-Kent-Hector
76151,76151,S,S,S,S,Marcus-Erk-Lyn
76152,76152,S,S,S,S,Matthew-Oswin-Eliwood
76153,76153,S,S,S,S,Sain-Florina-Hector
76154,76154,F,S,S,D,Erk-Lowen-Lyn
76155,76155,S,S,S,S,Erk-Guy-Lyn
76156,76156,S,S,S,S,Dorcas-Lucius-Lyn
76157,76157,S,A,S,S,Bartre-Guy-Eliwood
76158,76158,S,S,S,S,Oswin-Lucius-Eliwood
76159,76159,S,S,S,S,Marcus-Dorcas-Lyn
76160,76160,F,S,S,D,Erk-Florina-Lyn
76161,76161,S,S,S,S,Bartre-Sain-Eliwood
76162,76162,S,S,S,S,Canas-Erk-Lyn
76163,76163,S,S,S,S,Canas-Bartre-Eliwood
76164,76164,S,S,S,S,Erk-Guy-Hector
76165,76165,S,A,S,S,Kent-Florina-Hector
76166,76166,S,A,S,S,Rebecca-Oswin-Eliwood
76167,76167,S,A,S,S,Erk-Rebecca-Lyn
76168,76168,S,S,S,S,Heath-Kent-Lyn
76169,76169,S,S,S,S,Lucius-Kent-Eliwood
76170,76170,S,S,S,S,Matthew-Dart-Lyn
76171,76171,S,S,S,S,Marcus-Lowen-Eliwood
76172,76172,S,B,S,A,Rebecca-Florina-Hector
76173,76173,F,S,S,D,Lowen-Bartre-Hector
76174,76174,S,S,S,S,Dorcas-Lowen-Hector
76175,76175,F,B,S,D,Kent-Rebecca-Hector
76176,76176,F,S,S,D,Dart-Sain-Lyn
76177,76177,S,S,S,S,Dart-Guy-Eliwood
76178,76178,F,S,S,D,Rebecca-Marcus-Hector
76179,76179,S,S,S,S,Oswin-Guy-Hector
76180,76180,S,S,S,S,Rath-Heath-Hector
76181,76181,S,S,S,S,Marcus-Dorcas-Eliwood
76182,76182,S,S,S,S,Marcus-Matthew-Eliwood
76183,76183,S,S,S,S,Bartre-Dorcas-Eliwood
76184,76184,S,S,S,S,Bartre-Lucius-Lyn
76185,76185,S,S,S,S,Heath-Kent-Eliwood
76186,76186,S,S,S,S,Matthew-Lucius-Eliwood
76187,76187,S,S,S,S,Sain-Marcus-Hector
76188,76188,S,S,S,S,Guy-Rebecca-Hector
76189,76189,S,S,S,S,Florina-Canas-Hector
76190,76190,S,S,S,S,Oswin-Rebecca-Hector
76191,76191,S,S,S,S,Lucius-Dorcas-Hector
76192,76192,S,S,S,S,Bartre-Canas-Lyn
76193,76193,S,S,S,S,Dart-Lucius-Hector
76194,76194,S,S,S,S,Matthew-Erk-Hector
76195,76195,S,S,S,S,Lucius-Rebecca-Eliwood
76196,76196,F,S,S,D,Matthew-Rebecca-Lyn
76197,76197,S,S,S,S,Oswin-Bartre-Hector
76198,76198,F,S,S,D,Lowen-Rebecca-Eliwood
76199,76199,S,S,S,S,Erk-Guy-Hector
76200,76200,F,S,S,D,Canas-Dorcas-Lyn
76201,76201,S,S,S,S,Rath-Erk-Eliwood
76202,76202,S,S,S,S,Erk-Oswin-Hector
76203,76203,S,S,S,S,Lowen-Erk-Eliwood
76204,76204,S,A,S,S,Matthew-Rebecca-Lyn
76205,76205,F,A,S,D,Rebecca-Matthew-Lyn
76206,76206,S,S,S,S,Canas-Rebecca-Eliwood
76207,76207,S,S,S,S,Lucius-Raven-Hector
76208,76208,S,S,S,S,Heath-Bartre-Hector
76209,76209,S,S,S,S,Rath-Erk-Eliwood
76210,76210,S,S,S,S,Florina-Raven-Eliwood
76211,76211,S,A,S,S,Rebecca-Oswin-Lyn
76212,76212,S,S,S,S,Erk-Matthew-Hector
76213,76213,F,S,S,D,Lowen-Rebecca-Lyn
76214,76214,S,S,S,S,Erk-Raven-Lyn
76215,76215,S,S,S,S,Lucius-Matthew-Eliwood
76216,76216,S,S,S,S,Erk-Lowen-Eliwood
76217,76217,S,A,S,S,Rebecca-Lowen-Hector
76218,76218,F,A,S,D,Kent-Florina-Eliwood
76219,76219,S,S,S,S,Oswin-Guy-Hector
76220,76220,S,A,S,S,Bartre-Matthew-Eliwood
76221,76221,S,S,S,S,Guy-Lucius-Lyn
76222,76222,S,A,S,S,Marcus-Guy-Hector
76223,76223,F,S,S,D,Florina-Raven-Eliwood
76224,76224,S,S,S,S,Sain-Kent-Lyn
76225,76225,F,S,S,D,Kent-Matthew-Lyn
76226,76226,S,S,S,S,Dart-Lowen-Eliwood
76227,76227,S,S,S,S,Matthew-Canas-Hector
76228,76228,S,S,S,S,Dorcas-Marcus-Lyn
76229,76229,S,S,S,S,Dart-Erk-Hector
76230,76230,S,S,S,S,Oswin-Florina-Hector
76231,76231,S,S,S,S,Kent-Marcus-Eliwood
76232,76232,S,S,S,S,Florina-Lucius-Eliwood
76233,76233,S,S,S,S,Erk-Dart-Eliwood
76234,76234,S,S,S,S,Rath-Lowen-Eliwood
76235,76235,S,S,S,S,Matthew-Guy-Hector
76236,76236,S,S,S,S,Rebecca-Raven-Lyn
76237,76237,S,S,S,S,Erk-Canas-Hector
76238,76238,S,S,S,S,Dart-Guy-Lyn
76239,76239,S,S,S,S,Dorcas-Lucius-Lyn
76240,76240,S,S,S,S,Dorcas-Matthew-Lyn
76241,76241,S,S,S,S,Kent-Dart-Lyn
76242,76242,S,S,S,S,Raven-Lowen-Hector
76243,76243,S,S,S,S,Heath-Erk-Lyn
76244,76244,S,S,S,S,Sain-Dorcas-Hector
76245,76245,S,S,S,S,Marcus-Raven-Lyn
76246,76246,S,S,S,S,Dorcas-Marcus-Eliwood
76247,76247,S,S,S,S,Florina-Raven-Lyn
76248,76248,S,S,S,S,Florina-Bartre-Lyn
76249,76249,F,S,S,D,Dorcas-Lowen-Lyn
76250,76250,S,S,S,S,Heath-Guy-Eliwood
76251,76251,S,S,S,S,Heath-Matthew-Hector
76252,76252,S,S,S,S,Kent-Bartre-Eliwood
76253,76253,S,S,S,S,Marcus-Canas-Hector
76254,76254,S,S,S,S,Dorcas-Heath-Eliwood
76255,76255,S,S,S,S,Heath-Sain-Eliwood
76256,76256,S,S,S,S,Rebecca-Florina-Hector
76257,76257,F,S,S,D,Marcus-Rath-Lyn
76258,76258,S,S,S,S,Dorcas-Erk-Hector
76259,76259,S,A,S,S,Matthew-Kent-Eliwood
76260,76260,F,A,S,D,Erk-Lowen-Lyn
76261,76261,S,S,S,S,Kent-Rath-Hector
76262,76262,S,S,S,S,Lucius-Matthew-Lyn
76263,76263,S,S,S,S,Bartre-Erk-Hector
76264,76264,S,S,S,S,Matthew-Guy-Eliwood
76265,76265,S,S,S,S,Lowen-Rebecca-Eliwood
76266,76266,S,S,S,S,Lucius-Bartre-Hector
76267,76267,F,S,S,D,Heath-Guy-Lyn
76268,76268,S,S,S,S,Heath-Rebecca-Lyn
76269,76269,S,S,S,S,Dorcas-Bartre-Eliwood
76270,76270,S,S,S,S,Heath-Matthew-Hector
76271,76271,S,S,S,S,Oswin-Dart-Eliwood
76272,76272,S,S,S,S,Lowen-Oswin-Lyn
76273,76273,S,S,S,S,Marcus-Kent-Eliwood
76274,76274,F,S,S,D,Florina-Rebecca-Eliwood
76275,76275,S,S,S,S,Rebecca-Canas-Eliwood
76276,76276,S,S,S,S,Oswin-Guy-Lyn
76277,76277,S,S,S,S,Heath-Rath-Lyn
76278,76278,S,A,S,S,Florina-Dart-Hector
76279,76279,S,S,S,S,Bartre-Florina-Eliwood
76280,76280,S,S,S,S,Rath-Canas-Hector
76281,76281,S,A,S,S,Raven-Rebecca-Lyn
76282,76282,S,S,S,S,Canas-Rebecca-Hector
76283,76283,S,S,S,S,Kent-Dorcas-Lyn
76284,76284,S,S,S,S,Canas-Guy-Eliwood
76285,76285,F,S,S,D,Sain-Dart-Lyn
76286,76286,S,S,S,S,Marcus-Raven-Hector
76287,76287,S,S,S,S,Rath-Marcus-Hector
76288,76288,F,S,S,D,Marcus-Raven-Lyn
76289,76289,S,S,S,S,Rebecca-Kent-Eliwood
76290,76290,S,S,S,S,Lowen-Bartre-Hector
76291,76291,S,S,S,S,Rebecca-Lowen-Hector
76292,76292,S,S,S,S,Rath-Florina-Hector
76293,76293,S,S,S,S,Matthew-Heath-Eliwood
76294,76294,S,S,S,S,Lucius-Kent-Lyn
76295,76295,S,S,S,S,Guy-Marcus-Lyn
76296,76296,S,S,S,S,Rath-Florina-Lyn
76297,76297,S,S,S,S,Dart-Guy-Hector
76298,76298,S,A,S,S,Erk-Canas-Lyn
76299,76299,S,S,S,S,Lowen-Dart-Lyn
76300,76300,F,S,S,D,Guy-Marcus-Lyn
76301,76301,S,S,S,S,Sain-Canas-Lyn
76302,76302,S,S,S,S,Dorcas-Lowen-Hector
76303,76303,S,A,S,S,Florina-Sain-Lyn
76304,76304,S,S,S,S,Sain-Bartre-Hector
76305,76305,S,S,S,S,Oswin-Erk-Hector
76306,76306,S,S,S,S,Erk-Canas-Hector
76307,76307,S,S,S,S,Lucius-Lowen-Lyn
76308,76308,F,A,S,D,Erk-Dart-Lyn
76309,76309,S,S,S,S,Matthew-Lucius-Eliwood
76310,76310,S,S,S,S,Lowen-Sain-Hector
76311,76311,S,S,S,S,Heath-Rebecca-Eliwood
76312,76312,S,S,S,S,Marcus-Canas-Hector
76313,76313,S,A,C,B,Bartre-Lowen-Eliwood
76314,76314,S,S,S,S,Marcus-Bartre-Eliwood
76315,76315,S,S,S,S,Oswin-Sain-Hector
76316,76316,S,S,S,S,Rath-Dorcas-Lyn
76317,76317,S,A,S,S,Dorcas-Matthew-Lyn
76318,76318,S,S,S,S,Rebecca-Bartre-Lyn
76319,76319,S,S,S,S,Rath-Lowen-Lyn
76320,76320,S,S,S,S,Oswin-Kent-Eliwood
76321,76321,S,S,S,S,Heath-Dart-Hector
76322,76322,F,S,S,D,Erk-Dorcas-Lyn
76323,76323,S,S,S,S,Erk-Kent-Eliwood
76324,76324,S,S,S,S,Florina-Dorcas-Lyn
76325,76325,S,S,S,S,Rath-Sain-Eliwood
76326,76326,S,S,S,S,Lucius-Bartre-Hector
76327,76327,S,S,S,S,Dart-Rebecca-Lyn
76328,76328,S,S,S,S,Rath-Canas-Lyn
76329,76329,S,S,S,S,Matthew-Oswin-Eliwood
76330,76330,F,S,S,D,Lucius-Rebecca-Lyn
76331,76331,S,S,S,S,Erk-Dorcas-Hector
76332,76332,S,S,S,S,Kent-Rath-Lyn
76333,76333,S,S,S,S,Matthew-Raven-Eliwood
76334,76334,F,S,S,D,Dorcas-Erk-Hector
76335,76335,S,S,S,S,Erk-Lucius-Eliwood
76336,76336,S,S,S,S,Marcus-Oswin-Eliwood
76337,76337,S,A,S,S,Florina-Lucius-Eliwood
76338,76338,F,S,S,D,Raven-Rath-Lyn
76339,76339,S,A,S,S,Rebecca-Sain-Eliwood
76340,76340,S,S,S,S,Rebecca-Dart-Lyn
76341,76341,S,S,S,S,Guy-Kent-Lyn
76342,76342,S,A,S,S,Bartre-Erk-Hector
76343,76343,S,S,S,S,Dorcas-Oswin-Hector
76344,76344,S,S,S,S,Rebecca-Raven-Lyn
76345,76345,S,A,S,S,Lowen-Heath-Hector
76346,76346,S,S,S,S,Florina-Canas-Hector
76347,76347,S,S,S,S,Oswin-Rath-Eliwood
76348,76348,S,S,S,S,Dorcas-Rath-Eliwood
76349,76349,S,S,S,S,Sain-Canas-Lyn
76350,76350,S,S,S,S,Rath-Heath-Hector
76351,76351,S,S,S,S,Heath-Lowen-Hector
76352,76352,S,S,S,S,Oswin-Dart-Hector
76353,76353,S,S,S,S,Matthew-Florina-Hector
76354,76354,S,S,S,S,Lowen-Lucius-Eliwood
76355,76355,S,S,S,S,Rebecca-Dart-Eliwood
76356,76356,S,S,S,S,Dorcas-Matthew-Eliwood
76357,76357,S,S,S,S,Lowen-Guy-Lyn
76358,76358,F,S,S,D,Lucius-Rebecca-Lyn
76359,76359,F,S,S,D,Erk-Florina-Lyn
76360,76360,S,S,S,S,Sain-Bartre-Eliwood
76361,76361,S,S,S,S,Bartre-Dorcas-Lyn
76362,76362,S,S,S,S,Marcus-Dorcas-Eliwood
76363,76363,S,A,S,S,Matthew-Rath-Eliwood
76364,76364,S,S,S,S,Raven-Rebecca-Hector
76365,76365,S,A,S,S,Dorcas-Erk-Eliwood
76366,76366,S,S,S,S,Lucius-Dart-Eliwood
76367,76367,S,S,S,S,Oswin-Rebecca-Hector
76368,76368,S,S,S,S,Sain-Raven-Eliwood
76369,76369,S,S,S,S,Erk-Lucius-Eliwood
76370,76370,S,S,S,S,Canas-Kent-Hector
76371,76371,F,S,S,D,Lowen-Lucius-Lyn
76372,76372,F,B,S,D,Sain-Raven-Lyn
76373,76373,S,S,S,S,Rebecca-Oswin-Lyn
76374,76374,S,S,S,S,Dorcas-Erk-Hector
76375,76375,S,S,S,S,Erk-Heath-Hector
76376,76376,S,S,S,S,Heath-Lowen-Hector
76377,76377,S,S,S,S,Dart-Canas-Lyn
76378,76378,S,A,S,S,Florina-Rebecca-Hector
76379,76379,S,S,S,S,Heath-Rebecca-Eliwood
76380,76380,S,S,S,S,Canas-Marcus-Lyn
76381,76381,S,S,S,S,Lucius-Guy-Lyn
76382,76382,S,S,S,S,Marcus-Kent-Lyn
76383,76383,F,S,S,D,Rebecca-Florina-Lyn
76384,76384,S,A,S,S,Dorcas-Canas-Eliwood
76385,76385,S,S,S,S,Lowen-Raven-Lyn
76386,76386,S,S,S,S,Florina-Marcus-Hector
76387,76387,S,S,S,S,Rebecca-Canas-Eliwood
76388,76388,F,S,S,D,Erk-Kent-Lyn
76389,76389,S,S,S,S,Lucius-Kent-Hector
76390,76390,S,A,S,S,Florina-Rebecca-Eliwood
76391,76391,S,S,S,S,Lucius-Heath-Lyn
76392,76392,S,B,S,A,Florina-Kent-Hector
76393,76393,S,A,S,S,Dart-Erk-Hector
76394,76394,F,S,S,D,Sain-Dart-Eliwood
76395,76395,F,S,S,D,Florina-Raven-Eliwood
76396,76396,S,S,S,S,Raven-Sain-Eliwood
76397,76397,S,S,S,S,Sain-Lowen-Lyn
76398,76398,S,S,S,S,Heath-Rebecca-Eliwood
76399,76399,S,S,S,S,Marcus-Dart-Hector
76400,76400,S,A,S,S,Dorcas-Raven-Hector
76401,76401,S,S,S,S,Guy-Erk-Eliwood
76402,76402,S,S,S,S,Marcus-Erk-Lyn
76403,76403,S,S,S,S,Dart-Bartre-Eliwood
76404,76404,S,S,S,S,Dorcas-Canas-Eliwood
76405,76405,F,S,S,D,Rebecca-Dorcas-Lyn
76406,76406,S,S,S,S,Marcus-Oswin-Hector
76407,76407,S,B,S,A,Rebecca-Erk-Eliwood
76408,76408,S,S,S,S,Oswin-Rath-Eliwood
76409,76409,S,S,S,S,Rebecca-Lowen-Hector
76410,76410,S,S,S,S,Sain-Marcus-Hector
76411,76411,S,A,S,S,Canas-Matthew-Eliwood
76412,76412,S,S,S,S,Raven-Lowen-Eliwood
76413,76413,S,S,S,S,Rebecca-Guy-Hector
76414,76414,S,A,S,S,Guy-Bartre-Hector
76415,76415,F,S,S,D,Marcus-Sain-Lyn
76416,76416,S,S,S,S,Rebecca-Dorcas-Hector
76417,76417,S,S,S,S,Marcus-Oswin-Hector
76418,76418,S,S,S,S,Bartre-Lowen-Hector
76419,76419,S,A,S,S,Oswin-Matthew-Lyn
76420,76420,S,S,S,S,Rath-Raven-Eliwood
76421,76421,F,S,S,D,Rebecca-Dorcas-Eliwood
76422,76422,S,S,S,S,Canas-Oswin-Eliwood
76423,76423,S,A,S,S,Bartre-Erk-Eliwood
76424,76424,S,A,S,S,Oswin-Sain-Eliwood
76425,76425,S,S,S,S,Rebecca-Heath-Eliwood
76426,76426,S,S,S,S,Marcus-Lucius-Eliwood
76427,76427,S,S,S,S,Lucius-Oswin-Hector
76428,76428,S,S,S,S,Dorcas-Kent-Hector
76429,76429,S,S,S,S,Guy-Canas-Lyn
76430,76430,F,B,S,D,Matthew-Sain-Lyn
76431,76431,S,S,S,S,Rath-Guy-Eliwood
76432,76432,F,S,S,D,Matthew-Guy-Eliwood
76433,76433,S,A,S,S,Dorcas-Erk-Lyn
76434,76434,S,S,S,S,Florina-Dart-Hector
76435,76435,F,S,S,D,Heath-Matthew-Lyn
76436,76436,S,B,S,A,Sain-Florina-Hector
76437,76437,S,S,S,S,Dart-Bartre-Hector
76438,76438,S,S,S,S,Rebecca-Lucius-Hector
76439,76439,S,S,S,S,Raven-Sain-Lyn
76440,76440,S,S,S,S,Dart-Lowen-Lyn
76441,76441,S,S,S,S,Dorcas-Marcus-Eliwood
76442,76442,S,S,S,S,Matthew-Guy-Lyn
76443,76443,S,S,S,S,Marcus-Oswin-Hector
76444,76444,S,S,S,S,Lucius-Erk-Eliwood
76445,76445,S,S,S,S,Dorcas-Marcus-Eliwood
76446,76446,F,S,S,D,Canas-Sain-Lyn
76447,76447,S,S,S,S,Heath-Erk-Hector
76448,76448,S,S,S,S,Dorcas-Florina-Hector
76449,76449,S,S,S,S,Rebecca-Oswin-Eliwood
76450,76450,S,S,S,S,Rath-Rebecca-Lyn
76451,76451,S,S,S,S,Raven-Erk-Hector
76452,76452,S,S,S,S,Dart-Heath-Hector
76453,76453,S,S,S,S,Lucius-Sain-Eliwood
76454,76454,S,S,S,S,Dart-Heath-Eliwood
76455,76455,S,S,S,S,Rebecca-Oswin-Lyn
76456,76456,S,S,S,S,Sain-Rath-Eliwood
76457,76457,S,S,S,S,Guy-Canas-Lyn
76458,76458,S,S,S,S,Lowen-Sain-Eliwood
76459,76459,S,S,S,S,Dart-Rebecca-Hector
76460,76460,S,S,S,S,Dart-Matthew-Lyn
76461,76461,S,S,S,S,Canas-Guy-Lyn
76462,76462,S,S,S,S,Rebecca-Bartre-Eliwood
76463,76463,S,S,S,S,Guy-Lowen-Eliwood
76464,76464,S,S,S,S,Oswin-Florina-Eliwood
76465,76465,S,S,S,S,Erk-Canas-Eliwood
76466,76466,S,S,S,S,Dart-Oswin-Eliwood
76467,76467,S,S,S,S,Raven-Canas-Eliwood
76468,76468,S,S,S,S,Heath-Rebecca-Hector
76469,76469,S,S,S,S,Guy-Kent-Lyn
76470,76470,S,S,S,S,Florina-Matthew-Eliwood
76471,76471,S,S,S,S,Rath-Rebecca-Hector
76472,76472,S,S,S,S,Dart-Rath-Hector
76473,76473,S,S,S,S,Kent-Oswin-Hector
76474,76474,S,A,S,S,Matthew-Raven-Lyn
76475,76475,F,S,S,D,Florina-Rath-Eliwood
76476,76476,F,S,S,D,Rath-Guy-Lyn
76477,76477,S,S,S,S,Guy-Rath-Hector
76478,76478,S,A,S,S,Florina-Oswin-Eliwood
76479,76479,S,S,S,S,Rath-Kent-Eliwood
76480,76480,S,S,S,S,Rebecca-Matthew-Eliwood
76481,76481,S,A,S,S,Guy-Bartre-Lyn
76482,76482,S,S,S,S,Bartre-Guy-Hector
76483,76483,F,S,S,D,Marcus-Guy-Hector
76484,76484,S,S,S,S,Kent-Sain-Hector
76485,76485,F,S,S,D,Rath-Lowen-Lyn
76486,76486,S,B,S,A,Erk-Florina-Eliwood
76487,76487,S,S,S,S,Canas-Bartre-Hector
76488,76488,S,A,S,S,Erk-Rath-Hector
76489,76489,S,S,S,S,Rebecca-Dart-Hector
76490,76490,S,S,S,S,Florina-Sain-Eliwood
76491,76491,S,A,S,S,Lowen-Lucius-Hector
76492,76492,S,S,S,S,Guy-Florina-Lyn
76493,76493,S,A,S,S,Lowen-Matthew-Lyn
76494,76494,S,S,S,S,Canas-Lucius-Eliwood
76495,76495,S,S,S,S,Matthew-Sain-Eliwood
76496,76496,S,S,S,S,Kent-Lucius-Eliwood
76497,76497,S,S,S,S,Rebecca-Sain-Lyn
76498,76498,F,S,S,D,Kent-Dorcas-Eliwood
76499,76499,S,S,S,S,Rath-Canas-Lyn
76500,76500,S,S,S,S,Heath-Raven-Hector
76501,76501,S,S,S,S,Raven-Canas-Lyn
76502,76502,S,A,S,S,Raven-Marcus-Lyn
76503,76503,S,S,S,S,Lowen-Guy-Eliwood
76504,76504,S,S,S,S,Oswin-Rath-Lyn
76505,76505,S,S,S,S,Sain-Guy-Lyn
76506,76506,S,S,S,S,Dorcas-Lowen-Hector
76507,76507,S,S,S,S,Raven-Lucius-Eliwood
76508,76508,S,S,S,S,Heath-Lowen-Eliwood
76509,76509,S,A,S,S,Guy-Bartre-Eliwood
76510,76510,S,S,S,S,Oswin-Lucius-Lyn
76511,76511,S,S,S,S,Raven-Marcus-Lyn
76512,76512,F,A,S,D,Heath-Lucius-Eliwood
76513,76513,S,S,S,S,Rebecca-Florina-Eliwood
76514,76514,S,S,S,S,Rath-Dart-Lyn
76515,76515,F,S,S,D,Dorcas-Florina-Lyn
76516,76516,S,S,S,S,Oswin-Heath-Eliwood
76517,76517,S,S,S,S,Raven-Oswin-Eliwood
76518,76518,S,S,S,S,Guy-Oswin-Eliwood
76519,76519,F,S,S,D,Heath-Matthew-Lyn
76520,76520,S,S,S,S,Dorcas-Oswin-Lyn
76521,76521,S,S,S,S,Erk-Guy-Lyn
76522,76522,S,S,S,S,Rath-Lucius-Eliwood
76523,76523,F,S,S,D,Lowen-Sain-Eliwood
76524,76524,S,A,S,S,Lucius-Florina-Hector
76525,76525,S,A,S,S,Canas-Dorcas-Lyn
76526,76526,S,S,S,S,Marcus-Guy-Eliwood
76527,76527,S,S,S,S,Kent-Erk-Lyn
76528,76528,S,S,S,S,Heath-Erk-Eliwood
76529,76529,S,S,S,S,Oswin-Raven-Eliwood
76530,76530,S,S,S,S,Lowen-Oswin-Hector
76531,76531,F,S,S,D,Rebecca-Rath-Lyn
76532,76532,S,S,S,S,Guy-Rath-Eliwood
76533,76533,S,B,S,A,Sain-Dorcas-Hector
76534,76534,F,S,S,D,Matthew-Rebecca-Hector
76535,76535,S,S,S,S,Heath-Sain-Eliwood
76536,76536,S,S,S,S,Heath-Lucius-Eliwood
76537,76537,F,S,S,D,Erk-Bartre-Lyn
76538,76538,S,S,S,S,Oswin-Rath-Hector
76539,76539,S,S,S,S,Florina-Raven-Hector
76540,76540,S,S,S,S,Sain-Raven-Eliwood
76541,76541,S,S,S,S,Heath-Dorcas-Hector
76542,76542,S,S,S,S,Dorcas-Bartre-Eliwood
76543,76543,S,S,S,S,Rebecca-Canas-Hector
76544,76544,S,S,S,S,Oswin-Marcus-Eliwood
76545,76545,S,S,S,S,Rath-Kent-Hector
76546,76546,S,S,S,S,Matthew-Raven-Hector
76547,76547,S,S,S,S,Sain-Lowen-Hector
76548,76548,S,A,S,S,Sain-Erk-Hector
76549,76549,S,S,S,S,Heath-Canas-Hector
76550,76550,S,B,S,A,Matthew-Sain-Eliwood
76551,76551,S,S,S,S,Sain-Rath-Eliwood
76552,76552,S,S,S,S,Rebecca-Heath-Hector
76553,76553,S,S,S,S,Rebecca-Lucius-Hector
76554,76554,S,A,S,S,Rath-Raven-Eliwood
76555,76555,S,S,S,S,Marcus-Lowen-Hector
76556,76556,F,S,S,D,Erk-Matthew-Hector
76557,76557,S,S,S,S,Raven-Sain-Eliwood
76558,76558,S,S,S,S,Bartre-Marcus-Eliwood
76559,76559,S,S,S,S,Kent-Rebecca-Eliwood
76560,76560,S,S,S,S,Marcus-Lucius-Lyn
76561,76561,S,S,S,S,Rebecca-Bartre-Eliwood
76562,76562,S,S,S,S,Bartre-Heath-Hector
76563,76563,S,S,S,S,Raven-Kent-Eliwood
76564,76564,S,S,S,S,Marcus-Matthew-Hector
76565,76565,F,A,S,D,Lucius-Bartre-Lyn
76566,76566,F,S,S,D,Marcus-Rath-Lyn
76567,76567,S,S,S,S,Rebecca-Bartre-Eliwood
76568,76568,S,S,S,S,Canas-Bartre-Lyn
76569,76569,S,A,S,S,Lucius-Dorcas-Eliwood
76570,76570,S,S,S,S,Lowen-Sain-Eliwood
76571,76571,S,S,S,S,Bartre-Raven-Hector
76572,76572,S,S,S,S,Lucius-Rebecca-Eliwood
76573,76573,S,S,S,S,Marcus-Sain-Eliwood
76574,76574,S,S,S,S,Dart-Rebecca-Lyn
76575,76575,S,S,S,S,Rebecca-Raven-Lyn
76576,76576,S,S,S,S,Sain-Rebecca-Hector
76577,76577,S,S,S,S,Lowen-Guy-Eliwood
76578,76578,S,S,S,S,Kent-Canas-Eliwood
76579,76579,S,S,S,S,Lowen-Rebecca-Hector
76580,76580,S,A,S,S,Sain-Florina-Eliwood
76581,76581,S,S,S,S,Rebecca-Dart-Lyn
76582,76582,F,S,S,D,Lowen-Rebecca-Eliwood
76583,76583,F,S,S,D,Matthew-Kent-Eliwood
76584,76584,S,S,S,S,Dorcas-Oswin-Hector
76585,76585,S,S,S,S,Dart-Sain-Hector
76586,76586,S,A,S,S,Rebecca-Guy-Hector
76587,76587,S,S,S,S,Rebecca-Guy-Hector
76588,76588,S,S,S,S,Rath-Kent-Lyn
76589,76589,S,S,S,S,Dorcas-Raven-Lyn
76590,76590,F,S,S,D,Rath-Erk-Eliwood
76591,76591,F,S,S,D,Rebecca-Lucius-Eliwood
76592,76592,S,S,S,S,Oswin-Kent-Lyn
76593,76593,S,S,S,S,Dart-Kent-Hector
76594,76594,S,S,S,S,Lucius-Kent-Eliwood
76595,76595,S,B,S,A,Kent-Sain-Lyn
76596,76596,F,S,S,D,Rath-Rebecca-Eliwood
76597,76597,S,S,S,S,Canas-Guy-Hector
